timestamp,cpu_temp_c,gpu_temp_c,chip_max_temp_c,session_high_temp_c,cpu_sensor,gpu_sensor,chip_max_sensor,fan_id,fan_mode,fan_speed_rpm,fan_target_rpm,fan_min_rpm,fan_max_rpm
2026-06-07T11:47:51.287Z,72.71,68.44,91.31,93.50,CPU Die Average,GPU 22,CPU Die Max,1,Auto,1000,1000,1000,4900
2026-06-07T11:47:54.350Z,71.23,68.01,75.38,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,1000,1000,1000,4900
2026-06-07T11:47:57.287Z,71.09,67.90,76.52,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,999,1000,1000,4900
2026-06-07T11:48:00.289Z,70.57,67.64,80.41,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,1004,1003,1000,4900
2026-06-07T11:48:03.353Z,70.90,67.72,87.00,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,1015,1014,1000,4900
2026-06-07T11:48:06.292Z,72.44,67.91,91.00,93.50,CPU Die Average,GPU 22,CPU Die Max,1,Auto,1022,1022,1000,4900
2026-06-07T11:48:09.294Z,70.48,67.54,73.56,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,1027,1027,1000,4900
2026-06-07T11:48:12.263Z,73.32,68.18,87.22,93.50,CPU Die Average,GPU 22,CPU Die Max,1,Auto,1030,1030,1000,4900
2026-06-07T11:48:15.294Z,70.72,67.48,77.42,93.50,CPU Die Average,GPU 18,CPU Die Max,1,Auto,1028,1029,1000,4900
2026-06-07T11:48:18.263Z,70.66,67.39,78.80,93.50,CPU Die Average,GPU 22,CPU Die Max,1,Manual,3000,4900,1000,4900
2026-06-07T11:48:18.883Z,74.32,67.51,93.70,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,5493,4900,1000,4900
2026-06-07T11:48:21.344Z,69.31,67.57,76.36,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4973,4900,1000,4900
2026-06-07T11:48:24.270Z,68.40,65.31,72.88,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:48:27.335Z,67.71,63.76,87.70,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4890,4900,1000,4900
2026-06-07T11:48:30.334Z,64.86,61.95,70.59,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:48:33.271Z,63.80,60.62,79.70,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4890,4900,1000,4900
2026-06-07T11:48:36.334Z,62.02,59.13,64.62,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:48:39.334Z,60.97,58.07,65.06,93.70,CPU Die Average,GPU 12,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:48:42.272Z,66.91,58.20,86.81,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4907,4900,1000,4900
2026-06-07T11:48:45.274Z,61.70,57.51,80.84,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:48:48.337Z,59.23,56.42,63.92,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:48:51.339Z,60.44,56.23,77.89,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:48:54.277Z,57.83,55.03,60.92,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:48:57.342Z,56.87,54.30,59.89,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4892,4900,1000,4900
2026-06-07T11:49:00.279Z,59.89,53.99,80.84,93.70,CPU Die Average,GPU Fabric 3,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:49:03.280Z,64.74,54.83,79.48,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:49:06.280Z,55.16,54.59,60.03,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:49:09.346Z,62.25,54.80,81.12,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:49:12.284Z,67.90,55.30,82.66,93.70,CPU Die Average,GPU Fabric 3,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:49:15.286Z,53.97,53.97,57.95,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4892,4900,1000,4900
2026-06-07T11:49:18.287Z,56.89,53.53,76.97,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4890,4900,1000,4900
2026-06-07T11:49:21.350Z,56.99,53.29,77.08,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4894,4900,1000,4900
2026-06-07T11:49:24.288Z,56.45,53.03,76.52,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:49:27.290Z,55.34,52.43,74.92,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:49:30.292Z,53.87,51.52,57.34,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:49:33.292Z,55.10,51.62,75.84,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:49:36.294Z,51.45,51.45,55.17,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:49:39.295Z,54.31,50.80,74.34,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:49:42.297Z,54.37,50.72,74.69,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4894,4900,1000,4900
2026-06-07T11:49:45.336Z,51.46,50.85,56.11,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:49:48.270Z,53.54,50.21,69.78,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4907,4900,1000,4900
2026-06-07T11:49:51.336Z,51.32,50.33,57.03,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:49:54.337Z,60.99,50.86,77.20,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:49:57.335Z,53.58,49.90,77.20,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:50:00.334Z,53.51,49.44,70.12,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:50:03.334Z,53.07,49.36,76.52,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:50:06.273Z,53.32,49.42,73.56,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:50:09.339Z,52.70,48.98,71.05,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4910,4900,1000,4900
2026-06-07T11:50:12.275Z,52.63,48.94,65.77,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:50:15.339Z,57.95,49.36,76.97,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:50:18.277Z,53.06,48.93,74.55,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:50:21.343Z,55.55,48.78,75.38,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:50:24.279Z,48.48,48.48,52.62,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:50:27.281Z,52.07,48.45,69.20,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:50:30.345Z,48.06,48.06,54.02,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:50:33.283Z,51.85,48.09,75.83,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:50:36.348Z,47.96,47.96,51.45,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:50:39.287Z,51.00,47.85,69.45,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:50:42.351Z,51.34,47.80,74.47,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:50:45.287Z,50.97,47.67,69.66,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:50:48.289Z,50.63,47.56,72.50,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:50:51.291Z,52.25,47.59,70.80,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4892,4900,1000,4900
2026-06-07T11:50:54.293Z,47.53,47.53,51.22,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4894,4900,1000,4900
2026-06-07T11:50:57.358Z,55.69,48.02,78.12,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:51:00.295Z,51.00,47.43,74.47,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4895,4900,1000,4900
2026-06-07T11:51:03.295Z,50.78,47.30,75.39,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:51:06.297Z,50.37,47.12,71.72,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:51:09.337Z,51.76,46.77,71.39,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4892,4900,1000,4900
2026-06-07T11:51:12.335Z,50.78,47.04,75.61,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:51:15.335Z,50.13,46.70,69.78,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:51:18.338Z,47.31,47.21,52.16,93.70,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:51:21.334Z,52.88,47.13,73.09,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4895,4900,1000,4900
2026-06-07T11:51:24.246Z,47.45,47.06,52.39,93.70,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:51:27.267Z,50.88,46.66,73.44,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:51:30.289Z,46.18,46.18,50.06,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:51:33.227Z,50.33,46.40,71.03,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:51:36.312Z,51.48,46.37,71.36,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:51:39.230Z,50.25,45.95,64.06,93.70,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:51:47.909Z,50.39,46.49,69.89,69.89,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:51:51.271Z,54.96,47.27,69.53,69.89,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:51:54.249Z,48.62,48.03,54.02,69.89,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:51:57.314Z,51.80,47.59,75.48,75.48,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:52:00.251Z,52.06,47.24,77.77,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:52:03.252Z,49.34,46.71,73.55,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4908,4900,1000,4900
2026-06-07T11:52:06.317Z,49.04,46.33,58.44,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4892,4900,1000,4900
2026-06-07T11:52:09.255Z,46.21,46.21,50.06,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4889,4900,1000,4900
2026-06-07T11:52:12.256Z,53.68,46.87,75.84,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:52:15.257Z,49.84,46.64,68.61,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4908,4900,1000,4900
2026-06-07T11:52:18.258Z,46.96,46.96,50.98,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4907,4900,1000,4900
2026-06-07T11:52:21.261Z,51.05,46.87,70.83,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:52:24.262Z,47.07,47.07,51.22,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:52:27.326Z,52.96,46.88,74.47,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:52:30.194Z,53.85,47.23,70.34,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4895,4900,1000,4900
2026-06-07T11:52:33.199Z,50.78,46.57,72.95,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4907,4900,1000,4900
2026-06-07T11:52:36.194Z,48.40,46.65,53.55,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:52:39.299Z,46.97,46.43,51.69,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4901,4900,1000,4900
2026-06-07T11:52:42.238Z,49.70,46.37,65.77,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:52:45.236Z,61.00,47.39,76.98,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:52:48.299Z,51.89,47.37,71.27,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4904,4900,1000,4900
2026-06-07T11:52:51.240Z,51.72,47.44,72.41,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:52:54.254Z,52.28,47.78,76.86,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4909,4900,1000,4900
2026-06-07T11:52:57.219Z,51.51,47.12,67.12,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:53:00.293Z,47.51,47.07,51.45,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4899,4900,1000,4900
2026-06-07T11:53:03.292Z,51.40,46.76,74.47,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4897,4900,1000,4900
2026-06-07T11:53:06.309Z,51.90,46.89,69.20,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:53:09.308Z,47.28,46.96,51.45,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:53:12.246Z,47.75,47.00,52.62,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4895,4900,1000,4900
2026-06-07T11:53:15.311Z,51.29,46.73,70.34,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:53:18.312Z,47.07,46.69,51.45,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4906,4900,1000,4900
2026-06-07T11:53:21.251Z,49.47,48.18,55.64,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:53:24.316Z,53.51,48.06,72.23,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:53:27.317Z,50.16,47.17,65.53,77.77,CPU Die Average,GPU 18,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:53:30.318Z,50.86,46.81,77.42,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:53:33.255Z,49.10,45.93,72.19,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:53:36.257Z,51.07,46.04,72.50,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4902,4900,1000,4900
2026-06-07T11:53:39.321Z,49.77,46.10,75.14,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:53:42.322Z,48.54,45.43,62.08,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:53:45.259Z,48.35,44.84,63.45,77.77,CPU Die Average,GPU 8,CPU Die Max,1,Manual,4900,4900,1000,4900
2026-06-07T11:53:48.326Z,47.40,44.67,49.17,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4898,4900,1000,4900
2026-06-07T11:53:51.327Z,48.03,44.62,65.53,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:53:54.264Z,51.07,44.77,76.52,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4891,4900,1000,4900
2026-06-07T11:53:57.329Z,47.52,44.37,64.84,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4896,4900,1000,4900
2026-06-07T11:54:00.303Z,47.38,43.94,73.56,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:54:03.240Z,55.26,44.99,76.59,77.77,CPU Die Average,GPU 26,CPU Die Max,1,Manual,4905,4900,1000,4900
2026-06-07T11:54:06.305Z,49.65,44.88,74.00,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4890,4900,1000,4900
2026-06-07T11:54:09.304Z,46.65,43.96,49.12,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4903,4900,1000,4900
2026-06-07T11:54:12.304Z,46.54,43.76,48.42,77.77,CPU Die Average,GPU 22,CPU Die Max,1,Manual,4905,4900,1000,4900
